,gender,age,sign
4281904,male,24,Sagittarius
3572165,female,17,Libra
3402492,male,27,Capricorn
4034680,male,27,Aquarius
3495919,male,17,Aries
3349028,female,15,Pisces
4139866,male,23,Cancer
4022893,female,41,Aries
3333306,male,48,Sagittarius
3963013,male,16,Aquarius
4165577,female,23,Cancer
3838578,male,14,Leo
3418089,male,14,Capricorn
3802222,female,13,Gemini
3983240,female,33,Aquarius
4314420,male,17,Virgo
2950030,male,15,Capricorn
4250373,female,41,Pisces
3748772,male,25,Scorpio
2583594,female,23,Leo
3512700,female,13,Capricorn
180519,female,23,Cancer
4286880,female,24,Sagittarius
3582653,female,27,Leo
3115877,female,27,Gemini
3403156,female,27,Capricorn
3711347,female,17,Aries
3971229,female,17,Libra
3539866,female,24,Pisces
4184721,female,26,Cancer
3719233,male,37,Pisces
3766942,female,34,Scorpio
4284936,female,24,Libra
4091005,female,27,Sagittarius
3183734,female,25,Aquarius
4190557,female,35,Libra
3325412,male,24,Virgo
3437439,male,24,Sagittarius
1242619,female,15,Capricorn
3745464,female,15,Pisces
3846168,male,15,Taurus
3897728,female,15,Pisces
3541609,male,27,Sagittarius
3407822,female,16,Scorpio
3886025,male,25,Pisces
3655275,female,33,Sagittarius
1977468,female,23,Taurus
1056581,female,26,Leo
4177523,male,23,Leo
681976,female,26,Pisces
3818324,female,17,Taurus
4319396,male,16,Leo
3381933,female,16,Sagittarius
3972188,male,26,Cancer
4330516,female,48,Sagittarius
1706837,male,16,Scorpio
3062417,female,16,Sagittarius
3825393,female,34,Virgo
4182927,female,13,Virgo
3762437,female,37,Taurus
1143104,male,23,Gemini
3730721,female,25,Virgo
3751367,female,15,Gemini
3429289,female,35,Leo
4196591,female,15,Leo
3326664,male,25,Capricorn
3347398,male,23,Gemini
4010592,female,16,Cancer
4053911,female,24,Capricorn
3239618,male,16,Cancer
3940908,male,27,Aquarius
4083066,male,17,Taurus
2698757,male,41,Cancer
3920708,male,25,Virgo
3474500,female,16,Gemini
4028522,male,17,Scorpio
3956259,male,23,Libra
3850995,female,14,Leo
3497848,female,17,Aquarius
3848738,female,25,Gemini
3722818,male,27,Taurus
4094766,female,17,Virgo
3924673,male,37,Scorpio
4298226,female,25,Aquarius
3840766,female,48,Libra
4232121,male,40,Gemini
3579173,male,24,Aquarius
3816360,female,23,Pisces
3619667,male,15,Gemini
3112588,male,17,Aquarius
791676,male,25,Sagittarius
4199983,female,16,Scorpio
3682569,female,26,Cancer
4151877,female,15,Virgo
3570884,female,25,Libra
3515733,male,16,Gemini
2478147,male,37,Cancer
2408670,male,27,Leo
3636538,female,25,Taurus
4264486,female,16,Gemini
3423418,male,25,Aries
3865939,female,15,Pisces
4115881,male,24,Cancer
3244421,male,15,Aquarius
3649433,female,25,Cancer
3688449,female,14,Sagittarius
1225881,male,17,Scorpio
3626016,female,24,Aquarius
3983904,female,23,Taurus
3320833,female,25,Capricorn
4129418,female,34,Virgo
4161101,male,14,Pisces
3792515,male,23,Pisces
4062491,male,39,Cancer
3331470,male,25,Gemini
3481279,male,23,Aquarius
3736447,male,14,Leo
222435,female,26,Cancer
3908329,female,24,Pisces
3869743,male,26,Cancer
1019224,female,27,Libra
3600503,male,33,Scorpio
3467154,female,16,Virgo
3609104,female,26,Capricorn
3948831,female,26,Cancer
3879727,female,14,Capricorn
3520468,male,35,Aries
4233700,female,15,Leo
3431088,female,14,Taurus
3392943,male,42,Virgo
3523973,male,14,Sagittarius
898887,male,24,Gemini
3839543,female,15,Aquarius
3635213,female,23,Pisces
4321513,male,16,Taurus
2550368,male,13,Taurus
3716597,male,24,Cancer
4293279,male,24,Leo
3906694,female,24,Virgo
3380925,female,14,Aries
4052552,male,16,Gemini
2112650,male,23,Leo
3698853,male,17,Taurus
4212549,female,15,Aquarius
3723489,male,27,Sagittarius
3221085,male,27,Taurus
3922561,male,17,Virgo
3941630,female,27,Scorpio
3840028,male,23,Sagittarius
3715442,female,27,Cancer
2649508,male,44,Libra
3926858,male,17,Scorpio
4029742,female,14,Aries
3990176,male,13,Sagittarius
4008516,male,24,Libra
3640329,male,15,Gemini
4132730,male,26,Libra
3711256,male,15,Cancer
2510334,male,17,Pisces
3955793,male,17,Taurus
472101,female,14,Leo
3393477,female,23,Virgo
3662456,female,17,Leo
2872668,male,17,Aries
3310103,male,34,Capricorn
3958662,female,23,Scorpio
3982850,male,24,Scorpio
3878446,female,16,Leo
3846378,female,15,Capricorn
3497000,male,13,Libra
3634748,male,24,Virgo
3763010,female,15,Pisces
3531595,female,45,Aries
3434723,male,23,Leo
3869936,male,17,Capricorn
2076123,female,15,Scorpio
3039349,female,25,Cancer
3330670,male,48,Capricorn
4196096,female,15,Gemini
2959033,female,24,Cancer
1959306,male,17,Sagittarius
4053708,male,15,Scorpio
3373642,male,24,Aries
3432308,female,25,Cancer
3479737,female,24,Taurus
2331062,female,15,Scorpio
3533938,male,16,Cancer
4153339,female,23,Cancer
3165250,male,17,Sagittarius
4287425,male,17,Capricorn
3299025,male,25,Virgo
3393211,female,27,Leo
1564288,female,17,Aries
4112240,female,24,Sagittarius
1231380,male,15,Aquarius
4259178,male,14,Capricorn
3512702,female,25,Cancer
3445290,male,17,Aquarius
3951070,male,16,Virgo
3370660,female,15,Scorpio
3757482,male,23,Taurus
4125379,male,39,Leo
4164945,male,16,Libra
2667384,female,16,Capricorn
3441159,male,27,Sagittarius
3787421,female,16,Taurus
3601852,female,23,Scorpio
3492225,male,17,Leo
4095969,male,23,Aries
3965488,female,13,Gemini
3495615,male,37,Cancer
3344239,female,47,Sagittarius
3393960,male,16,Pisces
4202722,male,34,Taurus
1638582,male,37,Sagittarius
4133462,male,16,Sagittarius
3394485,male,23,Virgo
3303148,female,15,Virgo
3170733,male,26,Cancer
3452860,female,26,Leo
4154156,male,17,Sagittarius
4208262,female,43,Cancer
4148309,female,13,Taurus
3132358,female,24,Aries
3501274,female,24,Leo
3545643,male,16,Aquarius
3642028,female,23,Aquarius
4314311,male,17,Capricorn
4157444,female,13,Pisces
3372062,female,25,Taurus
4107436,male,16,Cancer
4011293,male,27,Aries
1979283,male,27,Aries
4159002,male,23,Cancer
2299621,female,33,Scorpio
3318430,female,14,Sagittarius
4263206,male,23,Cancer
174357,female,23,Aquarius
3954615,female,17,Aquarius
3473655,female,33,Aquarius
3610040,female,16,Sagittarius
4116288,male,15,Virgo
2974594,female,25,Sagittarius
3207229,male,17,Virgo
3418839,female,24,Cancer
3391116,male,24,Scorpio
1828968,female,24,Aquarius
4241326,male,17,Cancer
4215047,male,17,Aquarius
3610299,male,25,Cancer
3105572,male,23,Gemini
3960243,female,15,Virgo
2435738,male,15,Leo
1836317,female,15,Cancer
3845870,male,23,Leo
4161732,male,26,Aquarius
3990707,female,13,Capricorn
3867490,female,24,Aquarius
755231,male,16,Aries
3824157,female,16,Aries
2410480,male,15,Aquarius
4006684,female,44,Gemini
3601990,female,14,Virgo
3858002,female,17,Gemini
3639849,female,24,Cancer
3586807,female,17,Aries
4161344,male,25,Libra
4174209,female,13,Aries
4251283,male,15,Scorpio
4114927,female,16,Cancer
1898868,male,25,Cancer
3293519,male,25,Leo
3617469,male,16,Aries
3614613,male,14,Aquarius
1960555,female,16,Capricorn
3759128,male,34,Leo
1000866,female,17,Libra
3399508,female,43,Gemini
3072650,male,14,Sagittarius
3859798,female,43,Pisces
4004920,female,14,Libra
4029149,female,13,Sagittarius
3972301,female,15,Libra
4074482,male,34,Capricorn
99382,male,25,Aquarius
1197361,female,34,Taurus
3500239,female,23,Leo
3744531,male,15,Sagittarius
4238907,male,14,Leo
3709068,female,14,Virgo
4017266,female,23,Cancer
3971396,male,27,Virgo
4228468,male,44,Virgo
4086201,female,34,Cancer
3385100,female,16,Taurus
3095325,female,25,Pisces
3520850,male,34,Pisces
2718350,female,17,Sagittarius
4288811,male,16,Aries
1110091,male,36,Virgo
3991942,male,23,Taurus
3806438,male,26,Cancer
2876677,male,17,Aries
3358723,male,36,Pisces
4307418,female,15,Sagittarius
4055491,female,23,Sagittarius
3408732,female,13,Aries
3683969,male,17,Cancer
3599712,female,16,Taurus
3751728,female,16,Taurus
3324021,male,15,Taurus
2621277,female,17,Aquarius
4032875,female,23,Aries
3728455,female,23,Capricorn
76211,female,27,Gemini
4017445,male,14,Scorpio
3308831,male,27,Cancer
3533397,female,17,Virgo
3434451,female,23,Gemini
3677409,female,25,Aquarius
4169959,male,13,Virgo
3308201,male,26,Leo
3919428,male,14,Libra
3308024,female,24,Pisces
3651087,male,14,Cancer
3350141,female,17,Leo
4179260,female,16,Gemini
3996446,male,17,Sagittarius
4224677,female,14,Leo
3751710,male,26,Aries
3570643,female,15,Libra
3895868,female,15,Virgo
3416042,male,35,Capricorn
3738682,male,24,Scorpio
4077532,male,45,Aquarius
3698442,female,46,Leo
3358389,male,17,Capricorn
3769823,male,24,Sagittarius
4080021,female,27,Cancer
4103386,male,13,Virgo
3432958,female,23,Scorpio
3870614,male,16,Scorpio
2635130,female,39,Sagittarius
3895547,female,15,Aries
3522746,female,23,Aquarius
3415592,male,17,Sagittarius
3361739,female,38,Pisces
3464374,male,27,Gemini
3659573,female,16,Capricorn
4238533,male,14,Pisces
3390196,female,33,Gemini
4071197,male,26,Aries
3425171,female,41,Aquarius
3942221,female,16,Gemini
3791672,female,14,Gemini
4127599,female,25,Pisces
3894574,male,27,Virgo
3323994,male,24,Aquarius
3784181,male,17,Taurus
3761125,female,17,Pisces
4051605,female,17,Aquarius
3563540,male,23,Pisces
3805285,male,43,Aquarius
2397640,male,16,Sagittarius
3662495,male,42,Scorpio
3131003,male,24,Leo
3017724,female,26,Capricorn
1627994,female,17,Virgo
3612690,male,16,Aries
955372,female,16,Aries
4097772,male,13,Cancer
4103868,female,27,Aries
3612131,male,44,Libra
3913446,female,15,Gemini
3683204,male,34,Taurus
4111910,male,15,Aquarius
4274812,male,15,Pisces
1699895,male,16,Sagittarius
3801316,female,16,Aquarius
3163832,female,41,Aquarius
4182813,female,25,Virgo
3292539,male,27,Aquarius
3775521,female,25,Aries
3834930,male,27,Virgo
3553170,male,14,Capricorn
3414361,male,34,Aries
4308899,male,17,Virgo
4294854,female,15,Virgo
4037539,female,15,Virgo
4158514,male,16,Cancer
1476558,female,24,Pisces
3948036,male,17,Libra
3314062,female,42,Aries
3698223,male,16,Gemini
3870399,female,26,Cancer
4313492,male,15,Aries
3620243,female,24,Libra
2431283,male,24,Taurus
3321509,female,25,Leo
4168141,male,15,Virgo
4066740,male,34,Aries
3878295,female,14,Pisces
3550715,male,17,Pisces
480848,female,24,Virgo
1828980,male,24,Scorpio
4164425,female,27,Pisces
3572750,female,16,Taurus
3392709,female,44,Aries
3955230,male,15,Pisces
3836135,male,17,Leo
3294505,male,15,Leo
3403381,female,33,Pisces
3878329,male,15,Capricorn
2671873,female,24,Libra
4163223,male,23,Pisces
4202286,male,16,Gemini
3228608,female,15,Leo
3669611,male,37,Aquarius
3909723,male,23,Virgo
2224636,female,17,Aries
4128591,male,17,Virgo
185962,male,35,Sagittarius
3801691,male,16,Capricorn
4141699,male,17,Scorpio
718029,female,33,Cancer
3588446,female,23,Cancer
3827591,male,14,Aries
2375399,female,13,Scorpio
4130162,female,23,Gemini
4282739,female,14,Gemini
3766675,male,16,Cancer
4187546,female,34,Scorpio
3839665,female,17,Scorpio
490262,female,34,Pisces
4061580,female,48,Pisces
3370577,male,16,Aquarius
4230995,male,41,Leo
1360750,female,35,Leo
3508884,male,33,Virgo
4060812,female,17,Virgo
3735538,male,14,Scorpio
4279527,female,23,Aquarius
3868970,female,17,Virgo
4040578,female,16,Sagittarius
4050303,female,26,Virgo
2485940,male,15,Pisces
3540190,male,16,Libra
3414309,female,14,Virgo
3796688,female,13,Aquarius
3462637,male,27,Sagittarius
3513558,male,13,Libra
4243532,male,17,Leo
3678155,male,17,Pisces
3984458,male,17,Sagittarius
4316835,female,14,Pisces
2673666,female,17,Pisces
3158998,male,13,Sagittarius
4243033,male,16,Pisces
2239445,female,26,Aries
3860051,male,16,Leo
4020519,female,26,Aquarius
3938377,female,17,Gemini
4156509,female,44,Capricorn
2261343,male,27,Capricorn
4176389,female,27,Scorpio
3428947,male,37,Capricorn
3649551,male,17,Virgo
3613259,female,17,Cancer
3763121,male,17,Gemini
3672519,male,24,Pisces
4184613,male,23,Scorpio
3745479,male,16,Capricorn
1401178,female,23,Pisces
2184579,male,27,Leo
584768,male,15,Virgo
2709036,female,14,Virgo
3690189,male,45,Libra
4016879,female,25,Aquarius
3925742,male,27,Scorpio
3311967,male,43,Scorpio
3346645,female,34,Virgo
3959000,female,16,Cancer
3562555,male,27,Capricorn
271835,male,24,Libra
3941690,female,27,Capricorn
3983686,female,27,Capricorn
3786648,male,25,Scorpio
3299701,male,33,Taurus
3572319,male,41,Sagittarius
4307608,male,17,Gemini
4127953,female,26,Libra
3440140,male,26,Gemini
4036415,male,25,Cancer
4100836,male,26,Leo
3312717,male,16,Virgo
3593024,female,16,Aquarius
3876513,female,24,Pisces
3391030,female,16,Gemini
3689499,male,16,Sagittarius
3737455,male,46,Virgo
2753457,female,15,Scorpio
3666215,female,16,Virgo
4135516,female,23,Leo
4027856,female,16,Leo
3637628,female,16,Capricorn
4198746,male,17,Aries
1971502,female,25,Pisces
3581548,female,17,Scorpio
3673007,male,15,Sagittarius
1897606,male,15,Taurus
3551081,female,17,Sagittarius
3718164,female,14,Leo
4138273,female,24,Libra
4312824,female,17,Sagittarius
3992041,female,26,Scorpio
3800939,male,13,Libra
2819879,male,24,Capricorn
1748260,female,16,Libra
4191708,female,23,Pisces
3739600,female,16,Capricorn
3681310,female,16,Aries
3093428,female,17,Taurus
3655098,female,48,Sagittarius
1284564,female,16,Pisces
4036407,female,25,Aquarius
3984802,male,24,Taurus
4226481,male,27,Pisces
4299910,male,17,Cancer
3378154,male,24,Taurus
3994679,male,15,Scorpio
4022790,female,14,Pisces
3321400,male,24,Libra
3973164,female,23,Gemini
1788355,male,24,Taurus
3198844,female,40,Taurus
3416335,male,16,Capricorn
3649232,male,35,Pisces
2978997,female,23,Scorpio
752072,female,17,Scorpio
3509865,male,36,Taurus
3408664,male,15,Sagittarius
3854694,female,25,Capricorn
4123645,female,25,Taurus
4177529,male,16,Aries
4293046,female,23,Virgo
3403265,male,16,Aquarius
3933548,male,24,Leo
3522847,female,15,Cancer
2259448,female,40,Capricorn
2311720,female,16,Libra
3815511,male,14,Sagittarius
2352909,female,27,Pisces
2797732,female,23,Taurus
4196232,male,17,Cancer
1758069,male,25,Scorpio
3203159,male,16,Cancer
1900981,female,24,Leo
4109862,female,35,Gemini
1391636,female,26,Cancer
2865977,female,14,Scorpio
3949033,male,24,Gemini
3320173,male,44,Capricorn
3477950,male,13,Sagittarius
3667344,female,27,Libra
1936076,male,24,Virgo
3089750,female,26,Libra
3900622,male,24,Aries
1964818,male,17,Gemini
918175,female,27,Aquarius
4018635,male,27,Libra
3908049,female,17,Aries
3311418,male,25,Sagittarius
4228615,female,25,Pisces
3612931,male,23,Pisces
3920275,female,23,Virgo
4214472,female,24,Gemini
4224117,male,17,Libra
3582198,male,14,Libra
3804135,female,26,Virgo
2287879,female,25,Virgo
3977433,female,26,Aries
3607084,female,16,Virgo
1350461,male,25,Cancer
3337776,female,17,Sagittarius
3814019,male,25,Taurus
3325749,female,37,Gemini
4321311,male,23,Leo
3397238,female,27,Libra
3336074,male,17,Sagittarius
4258946,female,24,Cancer
3560262,female,24,Pisces
3898140,female,46,Aquarius
3452486,female,26,Virgo
3817973,male,15,Libra
4235954,female,39,Capricorn
3634174,male,17,Aquarius
4029740,male,16,Scorpio
2897427,female,25,Capricorn
3583804,female,13,Libra
3671112,male,17,Leo
1601416,female,36,Taurus
3836325,male,17,Virgo
3573267,male,35,Pisces
4184477,male,17,Libra
3461096,male,17,Taurus
4197043,female,16,Aries
3510078,female,17,Sagittarius
4232672,female,15,Gemini
3995633,female,24,Gemini
1348691,female,36,Gemini
3779648,female,24,Scorpio
1507424,male,35,Cancer
3690864,male,14,Aquarius
906582,female,25,Taurus
4045469,female,17,Virgo
3979373,male,13,Virgo
3690768,female,24,Scorpio
15365,female,34,Cancer
3849574,female,23,Taurus
3497562,male,43,Scorpio
4044121,male,17,Scorpio
3973893,male,23,Sagittarius
3451235,female,24,Pisces
4260352,male,26,Leo
4034931,female,14,Sagittarius
4276214,male,23,Aquarius
4172426,male,23,Taurus
3593515,male,24,Sagittarius
3771903,male,26,Sagittarius
4101975,female,25,Aries
3905544,male,25,Leo
225398,female,16,Pisces
3474680,male,36,Aquarius
4290467,female,23,Scorpio
2020321,female,25,Sagittarius
1413196,male,24,Pisces
3884312,female,26,Scorpio
4118729,female,16,Scorpio
3698384,female,15,Pisces
3643712,female,26,Capricorn
3746173,female,46,Libra
4178816,female,17,Libra
3567863,male,16,Libra
3581641,male,14,Pisces
3328343,male,17,Virgo
3963459,female,14,Virgo
4247571,male,16,Cancer
3893426,male,23,Cancer
3431421,female,17,Virgo
3424731,male,14,Sagittarius
3909095,male,15,Aquarius
3766520,female,36,Gemini
3707451,male,15,Pisces
3911201,female,17,Taurus
4099700,male,15,Cancer
4106805,male,16,Aries
3790179,female,26,Gemini
4308578,female,41,Cancer
4238771,female,16,Taurus
2246318,male,25,Libra
3416845,male,33,Virgo
3527456,female,16,Virgo
4093633,female,26,Virgo
1425881,female,14,Sagittarius
3723475,female,15,Cancer
4164104,female,17,Pisces
3596057,male,15,Aquarius
3313377,male,36,Sagittarius
3979262,female,40,Gemini
2834295,female,14,Aquarius
4120392,male,16,Cancer
3539066,female,24,Cancer
4296077,male,17,Virgo
3303228,female,37,Pisces
3760319,female,15,Virgo
792439,male,26,Aquarius
3881689,male,44,Taurus
85757,male,24,Libra
3958147,male,16,Sagittarius
3498184,female,16,Taurus
2784121,male,16,Sagittarius
4285148,female,17,Gemini
2338053,female,16,Capricorn
4058935,male,27,Pisces
2994342,male,26,Sagittarius
4147269,male,25,Libra
3810319,male,24,Leo
3497560,male,38,Sagittarius
3897995,male,23,Pisces
3356143,female,24,Aries
4212907,male,23,Cancer
1963555,female,14,Scorpio
3687274,female,23,Taurus
3350440,female,34,Leo
3855144,female,26,Aquarius
3477568,female,26,Leo
3914455,male,14,Scorpio
3711511,female,16,Virgo
3753830,female,13,Capricorn
1498713,female,23,Sagittarius
4269309,female,25,Aries
4088304,female,17,Aries
3970097,male,26,Aquarius
4135385,male,33,Capricorn
3309489,female,24,Aquarius
3136900,male,27,Scorpio
3608331,female,27,Gemini
3905814,male,16,Cancer
4254447,male,23,Cancer
3916728,male,17,Libra
3326097,male,27,Aquarius
3636677,female,15,Taurus
3878783,male,33,Cancer
3902072,male,15,Virgo
3818955,male,15,Libra
3933996,female,13,Taurus
3365476,female,16,Cancer
3076368,female,25,Taurus
3595127,female,23,Cancer
3287708,male,27,Aquarius
3627232,male,17,Virgo
4255183,male,23,Scorpio
3977680,female,16,Scorpio
3660375,male,16,Pisces
4222816,female,15,Gemini
3958541,male,25,Gemini
3927565,female,14,Gemini
1716384,female,17,Aries
4037808,female,23,Aquarius
3883698,female,14,Scorpio
601845,female,34,Scorpio
2925820,male,16,Gemini
3292579,female,23,Capricorn
1162265,male,17,Aries
3613849,female,25,Virgo
3877932,male,23,Aquarius
1305545,male,34,Aquarius
3359886,male,27,Sagittarius
4004300,male,42,Scorpio
3462927,female,33,Scorpio
4104714,female,27,Virgo
3823343,male,23,Virgo
4027894,male,17,Virgo
4005627,male,27,Leo
3759183,male,15,Libra
3701154,female,26,Libra
3390594,female,26,Cancer
4074263,male,35,Pisces
3557790,male,45,Libra
3490621,female,17,Libra
3191035,female,14,Leo
2973911,male,17,Sagittarius
4132633,female,16,Aries
826407,male,25,Pisces
3466654,female,46,Pisces
3500638,male,48,Scorpio
3967340,female,17,Sagittarius
3962102,male,13,Pisces
3848859,male,15,Pisces
4056700,female,25,Sagittarius
3379314,female,13,Aries
3252533,male,16,Scorpio
2999988,male,16,Libra
3314183,female,23,Capricorn
4274570,female,16,Leo
642604,female,25,Aries
3206308,male,34,Aries
4271135,female,27,Capricorn
4185171,male,23,Leo
3657368,female,23,Virgo
3825235,female,23,Taurus
2395460,female,14,Pisces
3567315,female,24,Aquarius
3130845,male,16,Taurus
3754955,male,16,Leo
4178830,male,16,Virgo
4075055,male,17,Taurus
4291283,male,23,Aquarius
3312330,male,16,Capricorn
3671588,male,17,Aries
3980434,male,17,Aquarius
3905877,male,23,Taurus
2345236,female,16,Virgo
3654235,female,17,Libra
1636406,male,23,Scorpio
4204626,female,36,Scorpio
3578011,male,16,Libra
1302874,male,46,Leo
3448160,female,16,Taurus
3710648,female,13,Libra
3899408,male,25,Scorpio
4158992,male,16,Gemini
3886279,female,25,Libra
3365646,male,35,Aries
1779812,female,15,Pisces
3347345,female,25,Aquarius
3355037,male,17,Sagittarius
1259179,female,15,Libra
3571141,female,23,Pisces
4101088,male,16,Taurus
1938290,female,26,Capricorn
3112893,male,16,Sagittarius
4054083,male,15,Gemini
1727393,male,24,Leo
3508592,female,17,Scorpio
4269954,male,23,Cancer
3625403,male,16,Libra
3124620,male,13,Libra
3669682,male,24,Taurus
4187516,male,44,Pisces
3416689,female,27,Aries
3807067,male,15,Taurus
4016938,male,25,Aries
3418386,male,27,Cancer
1987893,female,38,Capricorn
3674744,male,16,Cancer
3989417,male,16,Pisces
3562407,female,15,Pisces
4116820,male,16,Gemini
4251153,female,24,Capricorn
3446924,female,26,Libra
3298209,female,25,Cancer
3367344,female,23,Taurus
2597250,female,16,Gemini
3992078,female,23,Cancer
3569804,female,16,Taurus
452696,male,47,Aquarius
2847417,male,17,Gemini
3683175,female,14,Pisces
3589152,male,36,Leo
1295754,female,47,Gemini
3726642,female,14,Leo
3518013,female,26,Pisces
3914049,female,13,Sagittarius
3350747,male,23,Taurus
4224157,male,43,Leo
3503949,female,13,Sagittarius
3853189,female,13,Pisces
3910681,female,15,Taurus
2919881,female,35,Virgo
3103477,female,37,Libra
4253085,male,24,Leo
3697833,male,16,Cancer
3506544,female,17,Libra
4235251,female,14,Scorpio
3025225,male,25,Aries
4078543,male,14,Taurus
3510496,female,25,Sagittarius
4161980,male,17,Aquarius
3414810,female,24,Gemini
4187661,male,17,Scorpio
3320206,male,33,Libra
3392873,female,25,Gemini
3519573,male,33,Pisces
4203265,female,17,Cancer
3457518,female,33,Pisces
3655214,female,23,Cancer
3484640,male,25,Aquarius
1516969,male,24,Aquarius
4112771,male,24,Capricorn
4322085,male,15,Aquarius
2991859,male,15,Capricorn
3985269,male,27,Virgo
3416942,male,23,Capricorn
64145,male,36,Taurus
3500159,female,37,Pisces
3237404,male,39,Gemini
4112805,male,26,Aquarius
4108280,male,35,Pisces
2991299,male,24,Libra
3337481,male,25,Taurus
3409984,male,24,Leo
3735353,female,17,Virgo
3387170,male,40,Aries
4246739,female,36,Scorpio
1980443,male,16,Virgo
3931951,female,16,Virgo
3122012,male,23,Libra
2190377,female,16,Gemini
3573307,female,17,Taurus
4065478,female,25,Taurus
998966,male,27,Taurus
3852248,male,15,Sagittarius
3604445,female,27,Capricorn
4070280,female,25,Gemini
4041246,female,40,Capricorn
3537276,female,33,Cancer
3867954,female,27,Aries
2889082,male,13,Aries
4061887,female,34,Gemini
3647386,female,26,Pisces
3934842,female,14,Pisces
3975067,female,23,Scorpio
3478399,female,23,Cancer
3777390,male,17,Leo
2505535,male,15,Libra
1232458,female,38,Cancer
3470631,male,27,Taurus
3383754,male,14,Sagittarius
3616331,female,41,Capricorn
3947725,female,39,Leo
3950564,male,17,Cancer
3514312,female,24,Capricorn
1484232,female,23,Leo
3507165,female,14,Taurus
3359058,female,35,Scorpio
3823490,male,16,Aries
3025353,male,35,Aquarius
3335309,male,43,Taurus
3888978,male,23,Capricorn
3395214,male,27,Libra
3744577,female,17,Aries
3605346,female,25,Taurus
3339644,male,26,Capricorn
3303180,female,24,Cancer
4045013,male,16,Leo
4038454,male,16,Gemini
3783590,male,17,Cancer
4128174,female,15,Aquarius
1086142,female,24,Leo
3713000,male,17,Scorpio
3693889,female,27,Leo
3566354,male,38,Taurus
219407,male,34,Aquarius
1125546,male,27,Aries
3413717,female,23,Libra
4298817,male,16,Pisces
3701604,male,14,Cancer
4062615,male,42,Sagittarius
4133033,female,24,Virgo
4204219,female,24,Pisces
3907107,male,15,Libra
3792972,male,14,Pisces
1878254,female,26,Taurus
3324316,female,23,Pisces
3647524,male,26,Aries
3887124,female,14,Libra
2528929,female,23,Libra
4323647,male,13,Sagittarius
3678708,male,17,Aquarius
3530491,male,13,Scorpio
1605613,female,23,Leo
4164206,male,35,Capricorn
4300693,male,24,Scorpio
4213593,female,36,Capricorn
4224299,female,17,Scorpio
4198959,female,17,Gemini
3590055,male,27,Leo
4160267,female,45,Aquarius
3177451,male,17,Virgo
3361658,male,17,Virgo
1881816,male,25,Aries
3760973,female,15,Aquarius
3448125,female,24,Virgo
3369231,female,17,Capricorn
3350387,female,25,Pisces
3914672,female,13,Gemini
4106132,male,23,Aries
4008582,male,24,Aries
4245156,female,27,Aquarius
3813382,male,26,Pisces
4157272,male,45,Leo
3648818,male,40,Aries
3300396,female,24,Libra
4120932,male,44,Libra
4055698,female,17,Sagittarius
4278698,male,15,Pisces
3958236,female,27,Virgo
3958472,female,13,Taurus
2186320,male,24,Capricorn
3549054,female,27,Cancer
4044761,male,27,Aquarius
4249599,male,36,Cancer
3344459,male,15,Aries
3390145,female,16,Taurus
4197695,female,25,Aries
3294183,male,17,Capricorn
3742528,female,33,Aries
151025,female,24,Pisces
2727849,female,26,Libra
4134291,male,16,Scorpio
3415280,male,14,Gemini
3056329,male,17,Libra
4257943,male,33,Virgo
3432869,female,25,Aries
3603229,male,15,Capricorn
4223012,male,24,Sagittarius
3660730,male,25,Aquarius
3476096,female,33,Gemini
3984600,female,15,Pisces
3428135,female,27,Sagittarius
4264657,male,27,Gemini
1751597,male,34,Leo
3423234,female,15,Scorpio
3626298,male,24,Virgo
2301166,female,24,Virgo
1877359,male,24,Cancer
3417657,female,13,Pisces
3567029,female,23,Leo
4224507,female,25,Taurus
4020034,female,25,Cancer
3786302,male,25,Leo
3884612,male,42,Gemini
3363676,male,23,Libra
3869130,male,17,Sagittarius
3343294,female,25,Cancer
3250072,male,46,Gemini
3824509,female,17,Cancer
4143942,female,14,Scorpio
3649295,female,13,Pisces
4012244,male,16,Virgo
3478510,male,16,Aries
3369833,male,23,Sagittarius
3656035,female,16,Leo
3551711,male,23,Cancer
2043336,male,27,Taurus
4203520,female,26,Pisces
3501736,female,35,Libra
3690175,male,26,Sagittarius
3682577,male,23,Scorpio
1296542,female,27,Pisces
3435384,male,17,Aquarius
3733548,male,15,Taurus
3476253,male,16,Aquarius
3890176,female,33,Leo
4197286,male,23,Leo
3594427,female,25,Virgo
3627842,female,23,Pisces
3881861,male,24,Gemini
4295475,male,23,Aquarius
3807269,male,15,Taurus
3426370,female,13,Libra
2582199,male,41,Taurus
4024747,female,24,Aquarius
3982753,male,24,Pisces
3875379,male,16,Aquarius
3670605,male,25,Sagittarius
3573678,female,24,Sagittarius
3935450,female,25,Aries
4112424,male,27,Leo
3732995,female,16,Taurus
3792119,female,24,Sagittarius
4070059,male,17,Cancer
3676956,male,17,Cancer
4292451,female,13,Virgo
4164149,male,39,Capricorn
3547617,male,34,Sagittarius
3984322,male,16,Libra
3376683,female,37,Aries
3342813,female,25,Cancer
3603600,male,25,Cancer
4192074,male,34,Libra
3589591,female,36,Aries
3290381,male,34,Aries
3314600,male,17,Libra
3637028,male,23,Cancer
4295416,male,42,Leo
4069724,female,25,Cancer
4317094,male,16,Gemini
3369590,male,24,Cancer
3413263,male,25,Libra
3295853,female,39,Libra
3632734,male,26,Capricorn
3445442,male,40,Gemini
